epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,780.682,0.93581,0.59688,1.05945,0.94812,0.90967,0.94035,0.61519,1.23756,0.5624,1.17957,8.70577e-05,8.70577e-05,8.70577e-05
84,789.372,0.93474,0.57957,1.05454,0.94286,0.90947,0.93702,0.61325,1.23832,0.5605,1.17869,7.89327e-05,7.89327e-05,7.89327e-05
85,798.33,0.91123,0.5594,1.04357,0.94324,0.91264,0.9413,0.61137,1.23934,0.56296,1.17906,7.12282e-05,7.12282e-05,7.12282e-05
86,807.569,0.92752,0.58066,1.05135,0.94258,0.91081,0.93818,0.6112,1.23642,0.55757,1.17866,6.39518e-05,6.39518e-05,6.39518e-05
87,817.217,0.90837,0.56397,1.04369,0.94748,0.91105,0.93767,0.61186,1.23302,0.55567,1.17604,5.71106e-05,5.71106e-05,5.71106e-05
88,826.573,0.90705,0.56335,1.04649,0.9432,0.91069,0.93533,0.61215,1.23523,0.55957,1.17809,5.07115e-05,5.07115e-05,5.07115e-05
89,836.241,0.91888,0.57348,1.05245,0.9435,0.91215,0.93768,0.61194,1.23647,0.55606,1.17992,4.47606e-05,4.47606e-05,4.47606e-05
90,845.855,0.90812,0.55323,1.04532,0.94583,0.91261,0.93986,0.61493,1.23414,0.55615,1.17833,3.9264e-05,3.9264e-05,3.9264e-05
91,878.593,0.86348,0.4809,1.02907,0.94401,0.90875,0.93644,0.61504,1.23705,0.55772,1.18215,3.4227e-05,3.4227e-05,3.4227e-05
92,887.274,0.86671,0.47597,1.02938,0.94591,0.90974,0.93732,0.61562,1.23948,0.55822,1.18427,2.96546e-05,2.96546e-05,2.96546e-05
93,896.428,0.86777,0.47688,1.02758,0.94556,0.90898,0.93574,0.61485,1.23728,0.55749,1.18234,2.55513e-05,2.55513e-05,2.55513e-05
94,905.472,0.86879,0.47916,1.04205,0.94678,0.91231,0.93773,0.61229,1.2391,0.55739,1.18213,2.19212e-05,2.19212e-05,2.19212e-05
95,914.555,0.86572,0.48014,1.03028,0.94788,0.90884,0.93595,0.61353,1.2375,0.55685,1.18059,1.87678e-05,1.87678e-05,1.87678e-05
96,923.431,0.86686,0.48952,1.03346,0.94492,0.909,0.93645,0.61103,1.24018,0.55767,1.18247,1.60943e-05,1.60943e-05,1.60943e-05
97,932.174,0.86755,0.47572,1.03115,0.94509,0.90969,0.93554,0.61214,1.23891,0.55686,1.18292,1.39032e-05,1.39032e-05,1.39032e-05
98,940.934,0.85689,0.46733,1.02866,0.94392,0.91032,0.93575,0.61218,1.23934,0.55624,1.18317,1.21968e-05,1.21968e-05,1.21968e-05
99,949.939,0.85312,0.46872,1.02635,0.94577,0.91233,0.93969,0.61301,1.23875,0.55582,1.18299,1.09768e-05,1.09768e-05,1.09768e-05
